Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,1,1,32,64,128.0000,32.0000,324.93,324.93,0.1012,12920.8750,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,1,1,32,64,16.0000,64.0000,81.66,81.66,0.1012,25705.1630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,1,1,32,64,32.0000,64.0000,67.69,67.69,0.1012,31014.1580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,1,1,32,64,64.0000,64.0000,103.55,103.55,0.1012,20272.4210,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,1,1,32,64,128.0000,64.0000,73.62,73.62,0.1012,28512.9580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,1,1,32,64,16.0000,128.0000,20.93,20.93,0.1012,50158.9630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,1,1,32,64,64.0000,128.0000,57.63,57.63,0.1012,18211.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,1,1,32,64,128.0000,128.0000,20.07,20.07,0.1012,52286.6150,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,1,1,32,64,32.0000,256.0000,18.45,18.45,0.1012,28443.0190,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,1,1,32,64,64.0000,256.0000,10.54,10.54,0.1012,49798.4990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,1,1,32,64,128.0000,256.0000,41.95,41.95,0.1012,12510.5630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,4,1,32,64,16.0000,32.0000,74.24,74.24,0.1012,56549.1230,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,4,1,32,64,64.0000,32.0000,206.13,206.13,0.1012,20367.5630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,4,1,32,64,128.0000,32.0000,230.53,230.53,0.1012,18211.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,4,1,32,64,16.0000,64.0000,118.15,118.15,0.1012,17767.2710,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,4,1,32,64,64.0000,64.0000,163.59,163.59,0.1012,12831.8190,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,4,1,32,64,128.0000,64.0000,83.80,83.80,0.1012,25050.5630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,4,1,32,64,16.0000,128.0000,42.45,42.45,0.1012,24725.9970,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,4,1,32,64,64.0000,128.0000,57.61,57.61,0.1012,18218.8990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,4,1,32,64,128.0000,128.0000,41.89,41.89,0.1012,25054.2710,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,4,1,32,64,16.0000,256.0000,16.92,10.45,0.1012,50241.5390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,4,1,32,64,32.0000,256.0000,34.78,34.78,0.1012,15087.7460,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,4,1,32,64,64.0000,256.0000,40.65,40.65,0.1012,12910.9390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,4,1,32,64,128.0000,256.0000,18.16,18.16,0.1012,28890.9390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,8,1,32,64,16.0000,32.0000,74.15,74.15,0.1012,56622.7720,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,8,1,32,64,32.0000,32.0000,80.16,80.16,0.1012,52376.1250,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,8,1,32,64,64.0000,32.0000,206.07,206.07,0.1012,20373.9900,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,8,1,32,64,128.0000,32.0000,235.20,235.20,0.1012,17850.1390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,8,1,32,64,16.0000,64.0000,59.45,59.45,0.1012,35308.1250,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,8,1,32,64,32.0000,64.0000,67.67,67.67,0.1012,31022.4320,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,8,1,32,64,128.0000,64.0000,73.58,73.58,0.1012,28530.9220,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,8,1,32,64,16.0000,128.0000,42.44,42.44,0.1012,24732.2560,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,8,1,32,64,32.0000,128.0000,51.50,51.50,0.1012,20379.7530,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,8,1,32,64,64.0000,128.0000,57.58,57.58,0.1012,18227.2310,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,8,1,32,64,16.0000,256.0000,43.71,26.99,0.1012,19445.3520,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,8,1,32,64,32.0000,256.0000,34.77,34.77,0.1012,15094.7560,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,8,1,32,64,64.0000,256.0000,40.63,40.63,0.1012,12916.9600,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,8,1,32,64,128.0000,256.0000,41.86,41.86,0.1012,12536.2270,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,1,1,64,32,16.0000,32.0000,67.80,67.80,0.1012,61920.9630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,1,1,64,32,32.0000,32.0000,206.00,206.00,0.1012,20380.1310,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,1,1,64,32,64.0000,32.0000,230.37,230.37,0.1012,18224.4630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,1,1,64,32,128.0000,32.0000,215.86,215.86,0.1012,19449.7190,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,1,1,64,32,16.0000,64.0000,139.05,139.05,0.1012,15096.3660,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,1,1,64,32,32.0000,64.0000,167.48,167.48,0.1012,12533.8100,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,1,1,64,32,64.0000,64.0000,33.90,33.90,0.1012,61920.7060,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,1,1,64,32,128.0000,64.0000,58.51,58.51,0.1012,35878.3630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,1,1,64,32,16.0000,128.0000,34.92,34.92,0.1012,30057.1630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,1,1,64,32,32.0000,128.0000,40.83,40.83,0.1012,25705.1630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,1,1,64,32,64.0000,128.0000,25.83,25.83,0.1012,40629.9630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,1,1,64,32,128.0000,128.0000,28.90,28.90,0.1012,36323.5630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,1,1,64,32,16.0000,256.0000,23.66,14.61,0.1012,35920.1090,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,1,1,64,32,32.0000,256.0000,25.70,25.70,0.1012,20423.2060,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,1,1,64,32,64.0000,256.0000,26.27,26.27,0.1012,19980.1580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,1,1,64,32,128.0000,256.0000,25.70,25.70,0.1012,20421.1630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,4,1,64,32,16.0000,32.0000,67.79,67.79,0.1012,61927.9390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,4,1,64,32,32.0000,32.0000,169.49,169.49,0.1012,24770.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,4,1,64,32,64.0000,32.0000,73.29,73.29,0.1012,57281.6990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,4,1,64,32,128.0000,32.0000,210.17,210.17,0.1012,19975.9630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,4,1,64,32,32.0000,64.0000,57.78,57.78,0.1012,36330.8990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,4,1,64,32,64.0000,64.0000,58.42,58.42,0.1012,35930.2370,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,4,1,64,32,128.0000,64.0000,58.48,58.48,0.1012,35898.0990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,4,1,64,32,32.0000,128.0000,40.82,40.82,0.1012,25711.2370,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,4,1,64,32,64.0000,128.0000,41.51,41.51,0.1012,25282.6990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,4,1,64,32,128.0000,128.0000,41.59,41.59,0.1012,25238.8990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,4,1,64,32,32.0000,256.0000,25.69,25.69,0.1012,20425.8990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,4,1,64,32,64.0000,256.0000,26.25,26.25,0.1012,19990.7900,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,4,1,64,32,128.0000,256.0000,25.68,25.68,0.1012,20438.8990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,8,1,64,32,16.0000,32.0000,67.78,67.78,0.1012,61937.2250,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,8,1,64,32,32.0000,32.0000,72.78,72.78,0.1012,57687.4230,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,8,1,64,32,64.0000,32.0000,73.28,73.28,0.1012,57290.9680,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,8,1,64,32,128.0000,32.0000,73.33,73.33,0.1012,57254.7870,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,8,1,64,32,16.0000,64.0000,51.65,51.65,0.1012,40642.6120,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,8,1,64,32,32.0000,64.0000,57.77,57.77,0.1012,36338.7760,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,8,1,64,32,64.0000,64.0000,58.41,58.41,0.1012,35936.3110,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,8,1,64,32,128.0000,64.0000,58.46,58.46,0.1012,35905.8730,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,8,1,64,32,16.0000,128.0000,34.90,34.90,0.1012,30072.7230,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,8,1,64,32,32.0000,128.0000,40.81,40.81,0.1012,25717.5450,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,8,1,64,32,64.0000,128.0000,18.33,18.33,0.1012,57255.7290,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,8,1,64,32,128.0000,128.0000,25.83,25.83,0.1012,40642.7770,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,8,1,64,32,32.0000,256.0000,25.68,25.68,0.1012,20433.8770,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,8,1,64,32,128.0000,256.0000,25.67,25.67,0.1012,20445.5730,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,1,1,64,64,16.0000,32.0000,74.26,74.26,0.1012,56532.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,1,1,64,64,32.0000,32.0000,80.30,80.30,0.1012,52283.3060,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,1,1,64,64,64.0000,32.0000,83.70,83.70,0.1012,50162.9090,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,1,1,64,64,128.0000,32.0000,84.33,84.33,0.1012,49782.5630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,1,1,64,64,16.0000,64.0000,59.61,59.61,0.1012,35215.6150,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,1,1,64,64,32.0000,64.0000,67.87,67.87,0.1012,30931.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,1,1,64,64,64.0000,64.0000,72.87,72.87,0.1012,28807.3630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,1,1,64,64,128.0000,64.0000,73.83,73.83,0.1012,28431.3630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,1,1,64,64,16.0000,128.0000,18.57,18.57,0.1012,56532.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,1,1,64,64,32.0000,128.0000,51.73,51.73,0.1012,20290.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,1,1,64,64,64.0000,128.0000,20.93,20.93,0.1012,50158.3630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,1,1,64,64,128.0000,128.0000,21.08,21.08,0.1012,49784.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,1,1,64,64,16.0000,256.0000,24.13,14.90,0.1012,35220.1580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,1,1,64,64,32.0000,256.0000,34.97,34.97,0.1012,15008.9580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,1,1,64,64,64.0000,256.0000,40.91,40.91,0.1012,12828.3630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,1,1,64,64,128.0000,256.0000,42.20,42.20,0.1012,12435.1630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,4,1,64,64,16.0000,32.0000,74.26,74.26,0.1012,56540.0990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,4,1,64,64,32.0000,32.0000,206.91,206.91,0.1012,20290.7630,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,4,1,64,64,128.0000,32.0000,236.44,236.44,0.1012,17756.6570,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,4,1,64,64,16.0000,64.0000,59.60,59.60,0.1012,35222.6990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,16,8192,16384,2,4,1,64,64,32.0000,64.0000,67.85,67.85,0.1012,30940.0370,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,4,1,64,64,64.0000,64.0000,104.26,104.26,0.1012,20134.9580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,4,1,64,64,128.0000,64.0000,73.79,73.79,0.1012,28448.5390,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,4,1,64,64,32.0000,128.0000,42.11,42.11,0.1012,24927.4710,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,32,8192,16384,2,4,1,64,64,64.0000,128.0000,57.85,57.85,0.1012,18142.0990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,4,1,64,64,128.0000,128.0000,34.74,34.74,0.1012,30217.3460,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,4,1,64,64,16.0000,256.0000,43.90,27.10,0.1012,19362.3370,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,4,1,64,64,32.0000,256.0000,25.50,25.50,0.1012,20579.4990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,4,1,64,64,64.0000,256.0000,18.21,18.21,0.1012,28815.0990,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,4,1,64,64,128.0000,256.0000,20.66,20.66,0.1012,25401.3250,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,8,8192,16384,2,8,1,64,64,16.0000,32.0000,74.24,74.24,0.1012,56548.4250,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,16,8192,16384,2,8,1,64,64,32.0000,32.0000,206.09,206.09,0.1012,20372.1580,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,32,8192,16384,2,8,1,64,64,64.0000,32.0000,83.68,83.68,0.1012,50169.4960,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,8,64,8192,16384,2,8,1,64,64,128.0000,32.0000,84.29,84.29,0.1012,49807.5810,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,8,8192,16384,2,8,1,64,64,16.0000,64.0000,103.85,103.85,0.1012,20214.4060,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,32,8192,16384,2,8,1,64,64,64.0000,64.0000,72.84,72.84,0.1012,28820.4500,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,16,64,8192,16384,2,8,1,64,64,128.0000,64.0000,167.64,167.64,0.1012,12522.0190,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,8,8192,16384,2,8,1,64,64,16.0000,128.0000,57.61,57.61,0.1012,18217.8370,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,16,8192,16384,2,8,1,64,64,32.0000,128.0000,20.92,20.92,0.1012,50171.1820,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,32,64,8192,16384,2,8,1,64,64,128.0000,128.0000,51.51,51.51,0.1012,20378.5600,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,8,8192,16384,2,8,1,64,64,16.0000,256.0000,43.87,27.09,0.1012,19371.8170,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,16,8192,16384,2,8,1,64,64,32.0000,256.0000,34.76,34.76,0.1012,15097.5240,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,32,8192,16384,2,8,1,64,64,64.0000,256.0000,40.86,40.86,0.1012,12843.0760,135987200,1343488000
l1_cloud_fraction_update_no_scalar_add,64,64,8192,16384,2,8,1,64,64,128.0000,256.0000,20.89,20.89,0.1012,25123.7270,135987200,1343488000
