,compiler,cluster,source_file_cpp,name_cpp,median_ns_cpp,mean_ns_cpp,variance_ns_cpp,impl_cpp,kernel,median_cpp_ns_cpp,source_file_dace,name_dace,median_ns_dace,mean_ns_dace,variance_ns_dace,impl_dace,median_cpp_ns_dace
450,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s252,132856117.0,132872257.63636364,3867999257.2546425,cpp,s252,132856117.0,runtimes_v7f_default.csv,dace_s252,127050000.0,328611909.09090906,4.4592816689229094e+17,dace,132856117.0
451,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s119,132869633.0,133437950.63636364,1732859548724.4583,cpp,s119,132869633.0,runtimes_v7f_default.csv,dace_s119,138291500.0,138541100.0,703785433333.3306,dace,132869633.0
452,gcc,arm,runtimes_v8f_.csv,cpp_s254,133040176.0,133043597.36363636,4376470765323.0625,cpp,s254,133040176.0,runtimes_v8f_intrinsic_neon.csv,dace_s254,165118000.0,165522727.27272728,921037418181.8168,dace,133654942.0
453,llvm,arm,runtimes_v8f_.csv,cpp_s254,133397120.0,135008310.0909091,20099855532557.895,cpp,s254,133397120.0,runtimes_v8f_intrinsic_sve.csv,dace_s254,136027000.0,136332818.1818182,3765072363636.35,dace,134794319.0
454,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s254,133488546.0,133977020.18181819,2989822156797.9697,cpp,s254,133488546.0,runtimes_v8f_intrinsic_neon.csv,dace_s254,135320000.0,135836300.0,6271906900000.005,dace,133488546.0
455,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s252,136703353.0,136714736.1818182,18356589341.36073,cpp,s252,136703353.0,runtimes_v7f_default.csv,dace_s252,136503000.0,136550909.0909091,42846090909.091446,dace,136703353.0
456,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s253,136711794.0,136810891.9090909,978016320239.2914,cpp,s253,136711794.0,runtimes_v7f_default.csv,dace_s253,136416500.0,136250300.0,300404011111.1098,dace,136711794.0
457,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s112,138399619.0,138448835.72727272,31262409537.217724,cpp,s112,138399619.0,runtimes_v7f_default.csv,dace_s112,139802500.0,139678700.0,302512011111.1125,dace,138399619.0
458,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s253,138417648.0,138361205.54545453,194901406030.27512,cpp,s253,138417648.0,runtimes_v7f_default.csv,dace_s253,136777000.0,136781727.27272728,186018018181.81802,dace,138417648.0
459,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s112,138535253.0,138607811.54545453,35658006257.67248,cpp,s112,138535253.0,runtimes_v7f_default.csv,dace_s112,134279500.0,134190500.0,303481611111.1117,dace,138535253.0
460,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s3251,138736753.0,138941421.8181818,294040647974.15643,cpp,s3251,138736753.0,runtimes_v7f_force_width_256.csv,dace_s3251,112166000.0,112224000.0,271394399999.99918,dace,138736753.0
461,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1112,139094987.0,139048243.0909091,19973538208.69099,cpp,s1112,139094987.0,runtimes_v7f_default.csv,dace_s1112,148398500.0,148184200.0,256740399999.99915,dace,139094987.0
462,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s481,139199439.0,4179168708.0,1.031252664111527e+20,cpp,s481,139199439.0,runtimes_v7f_default.csv,dace_s481,139261500.0,307004600.0,2.8129380744537776e+17,dace,139199439.0
463,gcc,arm,runtimes_v8f_.csv,cpp_s113,139590417.0,140134129.54545453,3620190491915.8076,cpp,s113,139590417.0,runtimes_v8f_intrinsic_sve.csv,dace_s113,132705000.0,132799900.0,2806192544444.4463,dace,140636102.0
464,graceclang,arm,runtimes_v8f_no_vectorize.csv,cpp_s113,139687956.0,140380591.9090909,4506957799106.1045,cpp,s113,139687956.0,runtimes_v8f_no_vectorize.csv,dace_s113,136471000.0,139713545.45454547,70388990472727.27,dace,139687956.0
465,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s274,140078676.0,140239456.0,1878393855815.0142,cpp,s274,140078676.0,runtimes_v7f_default.csv,dace_s274,121128000.0,121166300.0,38344011111.11109,dace,140181789.0
466,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s113,140134951.0,140402831.72727272,3630036645164.008,cpp,s113,140134951.0,runtimes_v8f_intrinsic_neon.csv,dace_s113,138163000.0,138523636.36363637,3879138654545.447,dace,140295971.0
467,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s481,140437791.0,146694392.0,425932439136033.6,cpp,s481,140437791.0,runtimes_v7f_default.csv,dace_s481,140621000.0,140650300.0,4068900000.000073,dace,140437791.0
468,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s112,141087696.0,141054542.0909091,50568602253.69081,cpp,s112,141087696.0,runtimes_v7f_force_width_256.csv,dace_s112,150852000.0,150890000.0,156773777777.77673,dace,141556315.0
469,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s482,142009719.0,223355344.1818182,7.275684356748304e+16,cpp,s482,142009719.0,runtimes_v7f_default.csv,dace_s482,134249000.0,134224700.0,5213788888.889056,dace,142009719.0
470,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s482,142330091.0,142328440.1818182,1954499240.9635072,cpp,s482,142330091.0,runtimes_v7f_default.csv,dace_s482,133296000.0,133276181.81818181,3336363636.363537,dace,142330091.0
471,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s221,143460109.0,143240589.72727272,140233968014.817,cpp,s221,143460109.0,runtimes_v7f_default.csv,dace_s221,142613000.0,142544800.0,227620622222.21902,dace,143460109.0
472,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s13110,144703878.0,145689287.72727272,7375856707389.998,cpp,s13110,144703878.0,runtimes_v8f_intrinsic_neon.csv,dace_s13110,144756000.0,145606727.27272728,7761901418181.814,dace,144703878.0
473,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s3110,144753053.0,145643708.1818182,8651197035723.352,cpp,s3110,144753053.0,runtimes_v8f_intrinsic_sve.csv,dace_s3110,144819000.0,145273900.0,2220135877777.785,dace,144783434.0
474,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s481,145393373.0,145386787.54545453,1654094950.672608,cpp,s481,145393373.0,runtimes_v7f_default.csv,dace_s481,145800000.0,146178500.0,1565606944444.4453,dace,145393373.0
475,gcc,arm,runtimes_v8f_.csv,cpp_s274,145945857.0,146267062.8181818,196114630609434.0,cpp,s274,145945857.0,runtimes_v8f_.csv,dace_s274,94550000.0,95712545.45454545,9203232672727.283,dace,145945857.0
476,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s272,146813013.0,146804639.9090909,22755183836.29068,cpp,s272,146813013.0,runtimes_v7f_default.csv,dace_s272,145846000.0,145820300.0,117592011111.11212,dace,146813013.0
477,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s3251,147201574.0,147223801.1818182,297405499840.16547,cpp,s3251,147201574.0,runtimes_v7f_default.csv,dace_s3251,157974000.0,157625363.63636363,748231854545.4576,dace,147201574.0
478,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s272,147521755.0,147657974.0,182142698004.20187,cpp,s272,147521755.0,runtimes_v7f_default.csv,dace_s272,100752000.0,100792000.0,100888199999.99998,dace,147521755.0
479,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s274,147770705.0,147886384.9090909,254371312869.2855,cpp,s274,147770705.0,runtimes_v7f_default.csv,dace_s274,148801000.0,148839636.36363637,160019054545.45392,dace,147770705.0
480,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s482,148205083.0,148245170.0,21712700608.799637,cpp,s482,148205083.0,runtimes_v7f_default.csv,dace_s482,141358000.0,142709300.0,25955104233333.33,dace,148205083.0
481,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s322,149555996.0,149549859.36363637,5300728193.654849,cpp,s322,149555996.0,runtimes_v7f_default.csv,dace_s322,169215000.0,169195181.8181818,36550963636.36293,dace,149555996.0
482,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s4117,150789090.0,150807489.45454547,15157373463.67274,cpp,s4117,150789090.0,runtimes_v7f_default.csv,dace_s4117,150531000.0,150519900.0,48166766666.665665,dace,150789090.0
483,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s3113,153751133.0,153752939.54545453,10183757063.472378,cpp,s3113,153751133.0,runtimes_v7f_default.csv,dace_s3113,152446000.0,152267090.9090909,314037090909.09357,dace,153751133.0
484,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s4117,153839619.0,153836601.1818182,33367413773.564423,cpp,s4117,153839619.0,runtimes_v7f_force_width_512.csv,dace_s4117,152797000.0,152886454.54545453,392946272727.27136,dace,153839619.0
485,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s4117,154207738.0,154222535.9090909,10485924000.492489,cpp,s4117,154207738.0,runtimes_v7f_default.csv,dace_s4117,154294000.0,154461100.0,352019655555.54767,dace,154207738.0
486,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s443,154586484.0,154589749.27272728,10924500596.419127,cpp,s443,154586484.0,runtimes_v7f_default.csv,dace_s443,156255000.0,156169272.72727272,248902218181.8173,dace,154586484.0
487,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s322,154877243.0,154995894.63636363,113142818605.85493,cpp,s322,154877243.0,runtimes_v7f_force_width_256.csv,dace_s322,206690000.0,206689363.63636363,155861054545.45428,dace,154877243.0
488,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s1161,155465399.0,155448093.27272728,77611935728.01727,cpp,s1161,155465399.0,runtimes_v7f_default.csv,dace_s1161,368088500.0,368072300.0,324826455555.5508,dace,155465399.0
489,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s443,156283713.0,156261124.9090909,39863366565.29071,cpp,s443,156283713.0,runtimes_v7f_default.csv,dace_s443,162248000.0,162274700.0,26090233333.333027,dace,156283713.0
490,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s443,156802766.0,156788796.63636363,197206642836.45633,cpp,s443,156802766.0,runtimes_v7f_force_width_256.csv,dace_s443,124956000.0,124833800.0,375997955555.55536,dace,156802766.0
491,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s253,161530622.0,159969043.72727272,68441554530252.21,cpp,s253,161530622.0,runtimes_v7f_default.csv,dace_s253,165108000.0,185003950.0,2111981890576314.5,dace,161530622.0
492,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s256,161645835.0,163112654.54545453,11551216560456.87,cpp,s256,161645835.0,runtimes_v7f_default.csv,dace_s256,159163000.0,161070909.0909091,7725319290909.1,dace,161645835.0
493,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s256,162090059.0,162106032.27272728,539528892496.2213,cpp,s256,162090059.0,runtimes_v7f_default.csv,dace_s256,159487000.0,159812181.8181818,480935963636.36,dace,162090059.0
494,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s322,162248449.0,162188333.27272728,30125159728.0177,cpp,s322,162248449.0,runtimes_v7f_default.csv,dace_s322,162017000.0,162075545.45454547,64674872727.27299,dace,162248449.0
495,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1161,163876980.0,163844785.1818182,127846441855.36392,cpp,s1161,163876980.0,runtimes_v7f_default.csv,dace_s1161,163189000.0,163118727.27272728,155830218181.81693,dace,163876980.0
496,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s241,163992483.0,164119449.0,1425723997935.7659,cpp,s241,163992483.0,runtimes_v7f_default.csv,dace_s241,164057000.0,164177181.8181818,1915127563636.3633,dace,163992483.0
497,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s1232,164462653.0,164202398.27272728,747530475697.6217,cpp,s1232,164462653.0,runtimes_v7f_force_width_256.csv,dace_s1232,116690000.0,116428909.0909091,543650090909.09033,dace,164462653.0
498,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s241,168130840.0,168192586.0909091,256779738156.8838,cpp,s241,168130840.0,runtimes_v8f_intrinsic_neon.csv,dace_s241,167255000.0,167165545.45454547,297405872727.25494,dace,168130840.0
499,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s471,168378810.0,168040056.45454547,306790491435.67316,cpp,s471,168378810.0,runtimes_v7f_force_width_256.csv,dace_s471,103582500.0,103655900.0,118708544444.4439,dace,168378810.0
500,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s322,168528597.0,168573806.36363637,230048786051.45123,cpp,s322,168528597.0,runtimes_v7f_force_width_512.csv,dace_s322,168550500.0,168717200.0,474063733333.3308,dace,168528597.0
501,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s123,168889535.0,168903756.0909091,8475657492.090897,cpp,s123,168889535.0,runtimes_v7f_default.csv,dace_s123,160670500.0,160693300.0,13185344444.444485,dace,168889535.0
502,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s241,169477501.0,203355953.0909091,4481194447988094.5,cpp,s241,169477501.0,runtimes_v7f_force_width_256.csv,dace_s241,159456500.0,187021100.0,2563503398544444.5,dace,169477501.0
503,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s1232,169774980.0,169970699.0909091,478450432997.49493,cpp,s1232,169774980.0,runtimes_v7f_default.csv,dace_s1232,161910000.0,162161090.9090909,585526890909.0911,dace,169774980.0
504,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s256,171059072.0,172118258.0909091,5786070877077.248,cpp,s256,171059072.0,runtimes_v7f_default.csv,dace_s256,164308000.0,164840400.0,2839876711111.0996,dace,171059072.0
505,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s253,171632125.0,181120138.27272728,988369869779335.6,cpp,s253,171632125.0,runtimes_v7f_default.csv,dace_s253,170353000.0,830556363.6363636,4.792288883397655e+18,dace,171632125.0
506,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s241,171915302.0,172013557.27272728,375293598902.22046,cpp,s241,171915302.0,runtimes_v8f_intrinsic_neon.csv,dace_s241,169084000.0,168941818.1818182,609424163636.3638,dace,171915302.0
507,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s3113,171952746.0,171988633.72727272,8591987005.618124,cpp,s3113,171952746.0,runtimes_v7f_default.csv,dace_s3113,171908000.0,171888818.1818182,3383763636.3636346,dace,171952746.0
508,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s123,172050074.0,172207063.1818182,366187286193.16406,cpp,s123,172050074.0,runtimes_v7f_force_width_512.csv,dace_s123,159285000.0,159817600.0,1429572044444.4495,dace,172276658.0
509,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s241,172461023.0,172839599.0909091,1273113768516.893,cpp,s241,172461023.0,runtimes_v8f_intrinsic_neon.csv,dace_s241,169631000.0,191976454.54545453,5457277630872726.0,dace,172461023.0
510,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s441,173206838.0,173202750.9090909,12491077135.290596,cpp,s441,173206838.0,runtimes_v7f_default.csv,dace_s441,173908000.0,173870000.0,8917999999.999718,dace,173206838.0
511,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s256,173306274.0,174367968.9090909,5342918690185.664,cpp,s256,173306274.0,runtimes_v7f_default.csv,dace_s256,161891000.0,162895090.9090909,5078239890909.111,dace,173306274.0
512,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s253,174171351.0,174235032.9090909,152361772696.89307,cpp,s253,174171351.0,runtimes_v7f_default.csv,dace_s253,172541500.0,172632200.0,205457288888.89334,dace,174171351.0
513,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s256,174628120.0,174630035.72727272,199528074520.017,cpp,s256,174628120.0,runtimes_v7f_default.csv,dace_s256,112085000.0,112061500.0,76576499999.99939,dace,174628120.0
514,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1232,175029749.0,175123670.0909091,146810765642.89014,cpp,s1232,175029749.0,runtimes_v7f_default.csv,dace_s1232,170262000.0,170074272.72727272,460745218181.82043,dace,175029749.0
515,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s233,175081120.0,175847727.45454547,3196377396651.243,cpp,s233,175081120.0,runtimes_v7f_.csv,dace_s233,182610000.0,183213909.0909091,2095057690909.0776,dace,175081120.0
516,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s000,176465474.5,176489282.22727272,146169561282.66058,cpp,s000,176465474.5,runtimes_v7f_default.csv,dace_s000,177192000.0,177120900.0,74647655555.55586,dace,176875146.0
517,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s212,177779832.0,177814974.36363637,15682615192.65334,cpp,s212,177779832.0,runtimes_v7f_default.csv,dace_s212,177552000.0,377393545.45454544,4.389958668278728e+17,dace,177779832.0
518,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s000,179175434.0,179266922.45454547,157597589898.46967,cpp,s000,179175434.0,runtimes_v7f_default.csv,dace_s000,175674000.0,175601181.8181818,108398363636.36557,dace,179175434.0
519,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s441,179368086.0,179425926.0909091,75146448499.28989,cpp,s441,179368086.0,runtimes_v7f_force_width_512.csv,dace_s441,176123000.0,176818727.27272728,3328405818181.8115,dace,179368086.0
520,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s261,179549805.0,4355983414.181818,1.3563455172305586e+20,cpp,s261,179549805.0,runtimes_v7f_default.csv,dace_s261,179024000.0,190036727.27272728,1333911324018182.0,dace,179549805.0
521,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s111,179862802.0,179905225.8181818,9356210578.563671,cpp,s111,179862802.0,runtimes_v7f_default.csv,dace_s111,179780000.0,179787454.54545453,5945272727.272507,dace,179862802.0
522,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s123,180405042.0,180392273.54545453,21709546363.871796,cpp,s123,180405042.0,runtimes_v7f_default.csv,dace_s123,152401000.0,280788090.90909094,1.810249789122909e+17,dace,180405042.0
523,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s244,180532281.0,180551307.9090909,14802566387.291452,cpp,s244,180532281.0,runtimes_v7f_default.csv,dace_s244,177235000.0,533583363.6363636,1.3940928604594545e+18,dace,180532281.0
524,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s1112,180821318.0,181092210.1818182,312802449554.76117,cpp,s1112,180821318.0,runtimes_v7f_default.csv,dace_s1112,158967500.0,159209200.0,226836177777.76923,dace,180821318.0
525,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s261,180824771.0,180810005.9090909,1787448118.4908547,cpp,s261,180824771.0,runtimes_v7f_default.csv,dace_s261,179286000.0,179329363.63636363,86622254545.4557,dace,180824771.0
526,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s453,181297297.0,181312800.0,150282895385.00134,cpp,s453,181297297.0,runtimes_v7f_default.csv,dace_s453,180947000.0,181044700.0,142489122222.22205,dace,181297297.0
527,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s111,181430798.0,181624657.36363637,442544550020.0565,cpp,s111,181430798.0,runtimes_v7f_default.csv,dace_s111,185361000.0,187560100.0,27495655211111.12,dace,181582302.0
528,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s253,182482959.0,181743853.36363637,9288538470165.059,cpp,s253,182482959.0,runtimes_v7f_default.csv,dace_s253,204572000.0,219370181.8181818,1221667905363636.5,dace,182482959.0
529,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s241,182568527.0,204214676.45454547,1813164944296732.5,cpp,s241,182568527.0,runtimes_v7f_default.csv,dace_s241,164707000.0,168672400.0,51290216933333.36,dace,182568527.0
530,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s212,182635205.0,182609814.63636363,5332355164.45454,cpp,s212,182635205.0,runtimes_v7f_.csv,dace_s212,179531000.0,179550100.0,3480099999.999813,dace,182635205.0
531,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s233,182814499.0,184286757.36363637,9188526775984.059,cpp,s233,182814499.0,runtimes_v7f_default.csv,dace_s233,197619000.0,198173909.0909091,3313843090909.1255,dace,182814499.0
532,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s111,183222456.0,183251909.45454547,10408179976.671812,cpp,s111,183222456.0,runtimes_v7f_default.csv,dace_s111,183076000.0,183079636.36363637,8128054545.454872,dace,183222456.0
533,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,185063424.0,185074091.36363637,8665760715.854832,cpp,s1213,185063424.0,runtimes_v7f_.csv,dace_s1213,184538000.0,184546818.1818182,4037763636.3634224,dace,185205424.0
534,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s221,186047238.0,186057923.0909091,4030706408.691255,cpp,s221,186047238.0,runtimes_v7f_default.csv,dace_s221,179773000.0,347979545.45454544,3.108115388266728e+17,dace,186047238.0
535,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,186304165.0,186328262.9090909,31586308149.09079,cpp,s1213,186304165.0,runtimes_v7f_default.csv,dace_s1213,185056000.0,186268200.0,4970851733333.317,dace,186304165.0
536,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s3113,187949693.0,188075384.27272728,152872516884.21692,cpp,s3113,187949693.0,runtimes_v7f_default.csv,dace_s3113,344269000.0,344275545.45454544,8510072727.27272,dace,187949693.0
537,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,188215970.0,188295155.0909091,53085295715.88849,cpp,s2244,188215970.0,runtimes_v7f_default.csv,dace_s2244,127889000.0,127920272.72727273,33356818181.81791,dace,188215970.0
538,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s453,188795707.0,188793135.63636363,65685458108.45681,cpp,s453,188795707.0,runtimes_v7f_force_width_512.csv,dace_s453,198635000.0,198637454.54545453,635515272727.2722,dace,188795707.0
539,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s453,189239674.0,189253611.63636363,369609685079.45624,cpp,s453,189239674.0,runtimes_v7f_default.csv,dace_s453,201258000.0,201374272.72727272,95723018181.81725,dace,189239674.0
540,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s291,190339398.0,190409887.0909091,33698431713.0906,cpp,s291,190339398.0,runtimes_v7f_default.csv,dace_s291,185039500.0,185022700.0,119483122222.2239,dace,190339398.0
541,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,190794071.0,190706306.1818182,44103984667.767105,cpp,s1113,190794071.0,runtimes_v7f_default.csv,dace_s1113,189150500.0,189173900.0,46713433333.33253,dace,190794071.0
542,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s212,190831156.0,190862134.72727272,3449209997.6185036,cpp,s212,190831156.0,runtimes_v7f_default.csv,dace_s212,184920000.0,184859818.1818182,163329963636.36322,dace,190831156.0
543,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1213,191510191.0,191387558.72727272,144400622001.01724,cpp,s1213,191510191.0,runtimes_v7f_default.csv,dace_s1213,187199000.0,321556454.54545456,1.981736901040727e+17,dace,191510191.0
544,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,191549010.0,191591758.8181818,30381442079.56422,cpp,s1113,191549010.0,runtimes_v7f_default.csv,dace_s1113,190089500.0,190125600.0,25752933333.334446,dace,191549010.0
545,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s261,191778511.0,191866503.8181818,56568741678.56482,cpp,s261,191778511.0,runtimes_v7f_default.csv,dace_s261,186124000.0,186439909.0909091,3997557690909.0874,dace,191778511.0
546,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s451,191821565.0,191425415.9090909,662017518530.2908,cpp,s451,191821565.0,runtimes_v7f_default.csv,dace_s451,183710000.0,183746545.45454547,240754872727.2724,dace,191821565.0
547,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s1113,192044504.0,192025057.27272728,53526772414.62417,cpp,s1113,192044504.0,runtimes_v7f_force_width_512.csv,dace_s1113,191979000.0,191950818.1818182,46606163636.36368,dace,192070538.0
548,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,192255174.0,192250858.0909091,7659060384.890226,cpp,s2244,192255174.0,runtimes_v7f_default.csv,dace_s2244,134454500.0,135443300.0,3738798233333.335,dace,192255174.0
549,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s000,192922908.0,195457599.72727272,31043609866564.562,cpp,s000,192922908.0,runtimes_v8f_.csv,dace_s000,70963000.0,71027818.18181819,530758763636.36426,dace,193760866.0
550,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s2244,192982076.0,193213275.8181818,502146972940.75977,cpp,s2244,192982076.0,runtimes_v7f_default.csv,dace_s2244,125988000.0,596215636.3636364,2.4302017113994547e+18,dace,192982076.0
551,gcc,arm,runtimes_v8f_.csv,cpp_s000,193184906.0,195706381.9090909,22000963376438.305,cpp,s000,193184906.0,runtimes_v8f_.csv,dace_s000,86742000.0,86711909.0909091,73886890909.09067,dace,193184906.0
552,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s221,194158959.0,194244708.45454547,188249260786.4729,cpp,s221,194158959.0,runtimes_v7f_.csv,dace_s221,182224000.0,374784909.09090906,4.0724477202509094e+17,dace,194158959.0
553,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s291,194486107.0,194690459.36363637,438201159872.44696,cpp,s291,194486107.0,runtimes_v7f_default.csv,dace_s291,194981000.0,195285100.0,831565877777.7657,dace,194486107.0
554,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s451,194996257.0,194912805.1818182,378104825075.76404,cpp,s451,194996257.0,runtimes_v7f_default.csv,dace_s451,213637000.0,213736363.63636363,145097254545.4544,dace,194996257.0
555,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s222,197491492.0,197453432.8181818,29227736002.564873,cpp,s222,197491492.0,runtimes_v7f_.csv,dace_s222,81251000.0,81272909.0909091,2611290909.090531,dace,197554513.0
556,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s113,197609836.0,197665572.8181818,16802138091.964289,cpp,s113,197609836.0,runtimes_v7f_default.csv,dace_s113,183904000.0,183610090.9090909,454391290909.08923,dace,197609836.0
557,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s113,197932938.0,197939414.54545453,39691023206.87174,cpp,s113,197932938.0,runtimes_v7f_default.csv,dace_s113,192700500.0,192754300.0,104663566666.66634,dace,197932938.0
558,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s233,198880384.0,200383420.0,10657880696772.176,cpp,s233,198880384.0,runtimes_v7f_default.csv,dace_s233,179970000.0,182831100.0,79639129433333.31,dace,198880384.0
559,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s124,201055938.0,201145533.9090909,83451744901.48943,cpp,s124,201055938.0,runtimes_v7f_default.csv,dace_s124,201262000.0,358959181.8181818,2.7263857935976365e+17,dace,201055938.0
560,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s161,203662746.0,203618871.27272728,303854243836.4215,cpp,s161,203662746.0,runtimes_v7f_force_width_256.csv,dace_s161,414669000.0,414556181.8181818,144294363636.3714,dace,208272565.0
561,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s243,207976777.0,5758836339.090909,2.5120740187359376e+20,cpp,s243,207976777.0,runtimes_v7f_default.csv,dace_s243,206326000.0,4747254272.727273,1.4790936282262644e+20,dace,207976777.0
562,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s1421,208009319.0,209241140.1818182,7461311240568.174,cpp,s1421,208009319.0,runtimes_v8f_intrinsic_neon.csv,dace_s1421,204714000.0,217023000.0,973472343999999.8,dace,208009319.0
